['220609202001.00', '5211.11D', '10622.22D', '00033.33', '44', '555.55', '6', '+057.77', '+058.88', '+061.00', '25.55555555']
['220612150550.23', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.96926880']
['220612150551.49', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.97689819']
['220612150553.10', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.98', '+054.23', '42.97689819']
['220612150554.35', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.96163940']
['220612150555.60', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.94', '+054.77', '42.97689819']
['220612150556.84', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+055.31', '42.96163940']
['220612150558.10', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.98452759']
['220612150559.33', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.94', '+054.77', '42.97689819']
['220612150600.58', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.94', '+054.77', '42.96163940']
['220612150601.83', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+055.84', '42.97689819']
['220612150603.16', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.94', '+054.77', '42.99215698']
['220612150604.42', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.98452759']
['220612150605.68', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.98452759']
['220612150606.94', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+055.31', '42.99978638']
['220612150608.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.94', '+054.77', '42.99215698']
['220612150609.71', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.94', '+054.77', '42.97689819']
['220612150610.95', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.98452759']
['220612150612.23', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.94', '+054.23', '42.99215698']
['220612150614.07', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.94', '+053.69', '42.99215698']
['220612150615.32', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.98452759']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150617.16', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+053.69', '42.96926880']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150620.06', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+054.77', '42.96926880']
['220612150621.30', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.23', '42.96163940']
['Reached maximum packet capacity (10)', ' creating new text file...\r\nWriting to /ANLG051.TXT\r\nRe']
['220612150623.82', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.97689819']
['220612150626.05', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.96163940']
['220612150627.30', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.97689819']
['220612150628.54', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.99215698']
['220612150629.80', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.98', '+055.31', '42.96926880']
['220612150631.06', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.97689819']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150633.08', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.98', '+054.77', '42.97689819']
['220612150635.09', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.99215698']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150637.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.99215698']
['220612150638.29', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.77', '43.00741577']
['220612150640.07', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.99215698']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150643.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.23', '42.98452759']
['220612150644.28', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.77', '43.00741577']
['220612150645.54', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+023.98', '+054.77', '42.99978638']
['220612150646.82', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+054.23', '43.00741577']
['220612150648.07', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.23', '42.99978638']
['220612150649.35', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+055.31', '43.01504517']
['220612150650.59', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+055.31', '43.00741577']
['220612150651.87', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.77', '43.01504517']
['220612150653.13', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+054.77', '43.01504517']
['220612150654.39', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+054.77', '42.99215698']
['220612150655.63', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.99215698']
['220612150656.90', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+023.98', '+054.77', '42.99215698']
['220612150658.16', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+054.77', '43.00741577']
['220612150659.99', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+054.77', '43.00741577']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150702.01', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.77', '42.99215698']
['220612150703.30', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.23', '42.99978638']
['220612150705.06', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.01', '+054.77', '42.99215698']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150706.99', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.77', '42.99978638']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.77', '43.02267456']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150710.98', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+023.98', '+024.01', '+054.77', '43.01504517']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150709.03', 'XXXXX.XX', 'XXXXXX.XX', 'XXXXX.XX', 'XX', 'XXX.XX', 'X', '+024.01', '+024.01', '+053.15', 'XX.XXXXXXXX']
['220612150709.03', 'XXXXX.XX', 'XXXXXX.XX', 'XXXXX.XX', 'XX', 'XXX.XX', 'X', '+024.01', '+024.04', '+052.62', 'XX.XXXXXXXX']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150709.03', 'XXXXX.XX', 'XXXXXX.XX', 'XXXXX.XX', 'XX', 'XXX.XX', 'X', '+023.98', '+024.04', '+052.08', 'XX.XXXXXXXX']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612150709.03', 'XXXXX.XX', 'XXXXXX.XX', 'XXXXX.XX', 'XX', 'XXX.XX', 'X', '+024.01', '+024.04', '+052.62', 'XX.XXXXXXXX']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['-32\r\nSent a r']
['']
['']
['']
['']
['']
['']
['']
['']
['']
['']
['']
['']
['']
['']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+051.54', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.08', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+052.08', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.08', '43.09133911']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.08', '+052.62', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.08', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.08', '+052.62', '43.12948608']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.08', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.08', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.14', '+052.08', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.09896851']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.08', '+052.08', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.11422729']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.12948608']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.08', '+052.08', '43.12948608']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.09896851']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.08', '+052.62', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.10659790']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.08', '43.11422729']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.13711548']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.08', '43.12185669']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.14474487']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.15237427']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.15237427']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.08', '43.17526245']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.16000366']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.15237427']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.16000366']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.17526245']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.16763306']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.16763306']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.17526245']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.11', '+053.15', '43.16000366']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.18289185']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.16763306']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.17526245']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.18289185']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.19052124']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.15237427']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.69', '43.16763306']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+052.62', '43.16763306']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.16763306']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.18289185']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.17526245']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.21340942']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.21340942']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.21340942']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.23629761']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.23629761']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.28207397']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.08', '+052.08', '43.28970337']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.29733276']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+052.62', '43.33547974']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.32022095']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.32785034']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.35836792']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.35836792']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.35073853']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.11', '+052.62', '43.36599731']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.35073853']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+053.15', '43.36599731']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.08', '43.36599731']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.69', '43.35073853']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.35836792']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+052.62', '43.34310913']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.15', '43.33547974']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+053.15', '43.34310913']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.14', '+053.15', '43.32022095']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+052.62', '43.32785034']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.11', '+053.69', '43.32022095']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+053.69', '43.30496216']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+052.62', '43.30496216']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.69', '43.32022095']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.14', '+053.15', '43.30496216']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+053.69', '43.28207397']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+053.69', '43.29733276']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.01', '+024.11', '+053.69', '43.25918579']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.69', '43.26681519']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.14', '+053.15', '43.26681519']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.04', '+024.11', '+053.69', '43.26681519']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.14', '+053.69', '43.21340942']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.18', '+053.69', '43.19052124']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.14', '+054.23', '43.19815063']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.14', '+054.23', '43.19815063']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.14', '+054.23', '43.20578003']
['220612150709.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.08', '+024.11', '+053.69', '43.19815063']
